,annotation_id,policy_id,segment_id,data_practice,label,selected_text,content_json,start,end
10,1809,3625,2,Introductory/Generic,9,"Protecting the privacy and security of your personal information is a priority at Barnes & Noble, and we believe that a single, comprehensive privacy policy that is straightforward and clear is in the best interests of our customers and our businesses.","{""Other Type"": {""endIndexInSegment"": 252, ""startIndexInSegment"": 0, ""selectedText"": ""Protecting the privacy and security of your personal information is a priority at Barnes & Noble, and we believe that a single, comprehensive privacy policy that is straightforward and clear is in the best interests of our customers and our businesses."", ""value"": ""Introductory/Generic""}}",0,252
11,C4498,3625,3,Policy Change,6,"To review the prior version of Barnes & Noble's Privacy Policy, please click here.","{""Change Type"": {""endIndexInSegment"": 82, ""startIndexInSegment"": 0, ""selectedText"": ""To review the prior version of Barnes & Noble's Privacy Policy, please click here."", ""value"": ""Unspecified""}, ""User Choice"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""endIndexInSegment"": 82, ""startIndexInSegment"": 0, ""selectedText"": ""To review the prior version of Barnes & Noble's Privacy Policy, please click here."", ""value"": ""General notice in privacy policy""}}",0,82
12,471,3625,3,Policy Change,6,"To review the prior version of Barnes & Noble's Privacy Policy, please click here.","{""Change Type"": {""endIndexInSegment"": 82, ""startIndexInSegment"": 0, ""selectedText"": ""To review the prior version of Barnes & Noble's Privacy Policy, please click here."", ""value"": ""Unspecified""}, ""User Choice"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",0,82
13,C4499,3625,4,User Choice/Control,2,"By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described.","{""Choice Type"": {""endIndexInSegment"": 321, ""startIndexInSegment"": 0, ""selectedText"": ""By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described."", ""value"": ""Dont use service/feature""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",0,321
14,472,3625,4,First Party Collection/Use,0,"collection,","{""Collection Mode"": {""endIndexInSegment"": 236, ""startIndexInSegment"": 225, ""selectedText"": ""collection,"", ""value"": ""Implicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 307, ""startIndexInSegment"": 277, ""selectedText"": ""personal and other information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 235, ""startIndexInSegment"": 225, ""selectedText"": ""collection"", ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",225,236
15,472,3625,4,First Party Collection/Use,0,collection,"{""Collection Mode"": {""endIndexInSegment"": 236, ""startIndexInSegment"": 225, ""selectedText"": ""collection,"", ""value"": ""Implicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 307, ""startIndexInSegment"": 277, ""selectedText"": ""personal and other information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 235, ""startIndexInSegment"": 225, ""selectedText"": ""collection"", ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",225,235
16,816,3625,4,User Choice/Control,2,"By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described.","{""Choice Type"": {""endIndexInSegment"": 321, ""startIndexInSegment"": 0, ""selectedText"": ""By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described."", ""value"": ""Dont use service/feature""}, ""Choice Scope"": {""endIndexInSegment"": 249, ""startIndexInSegment"": 246, ""selectedText"": ""use"", ""value"": ""First party use""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 307, ""startIndexInSegment"": 277, ""selectedText"": ""personal and other information"", ""value"": ""Generic personal information""}}",0,321
17,816,3625,4,User Choice/Control,2,use,"{""Choice Type"": {""endIndexInSegment"": 321, ""startIndexInSegment"": 0, ""selectedText"": ""By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described."", ""value"": ""Dont use service/feature""}, ""Choice Scope"": {""endIndexInSegment"": 249, ""startIndexInSegment"": 246, ""selectedText"": ""use"", ""value"": ""First party use""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 307, ""startIndexInSegment"": 277, ""selectedText"": ""personal and other information"", ""value"": ""Generic personal information""}}",246,249
18,817,3625,4,User Choice/Control,2,"By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described.","{""Choice Type"": {""endIndexInSegment"": 321, ""startIndexInSegment"": 0, ""selectedText"": ""By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described."", ""value"": ""Dont use service/feature""}, ""Choice Scope"": {""endIndexInSegment"": 285, ""startIndexInSegment"": 254, ""selectedText"": ""disclosure of all your personal"", ""value"": ""Third party sharing/collection""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 307, ""startIndexInSegment"": 277, ""selectedText"": ""personal and other information"", ""value"": ""Generic personal information""}}",0,321
19,817,3625,4,User Choice/Control,2,disclosure of all your personal,"{""Choice Type"": {""endIndexInSegment"": 321, ""startIndexInSegment"": 0, ""selectedText"": ""By interacting with Barnes & Noble in the manner described in this Privacy Policy at any time, you are accepting the practices described in this Privacy Policy and you consent to the application of this Privacy Policy to the collection, storage, use and disclosure of all your personal and other information as described."", ""value"": ""Dont use service/feature""}, ""Choice Scope"": {""endIndexInSegment"": 285, ""startIndexInSegment"": 254, ""selectedText"": ""disclosure of all your personal"", ""value"": ""Third party sharing/collection""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 307, ""startIndexInSegment"": 277, ""selectedText"": ""personal and other information"", ""value"": ""Generic personal information""}}",254,285
20,823,3625,5,Practice not covered,10,"These current privacy policies and the privacy practices described herein apply to personal information previously collected from you by Barnes & Noble, Inc. and each of its subsidiaries, as well as personal information that they may collect from you in the future.","{""Other Type"": {""endIndexInSegment"": 265, ""startIndexInSegment"": 0, ""selectedText"": ""These current privacy policies and the privacy practices described herein apply to personal information previously collected from you by Barnes & Noble, Inc. and each of its subsidiaries, as well as personal information that they may collect from you in the future."", ""value"": ""Practice not covered""}}",0,265
21,1817,3625,5,Policy Change,6,"These current privacy policies and the privacy practices described herein apply to personal information previously collected from you by Barnes & Noble, Inc. and each of its subsidiaries, as well as personal information that they may collect from you in the future.","{""Change Type"": {""endIndexInSegment"": 265, ""startIndexInSegment"": 0, ""selectedText"": ""These current privacy policies and the privacy practices described herein apply to personal information previously collected from you by Barnes & Noble, Inc. and each of its subsidiaries, as well as personal information that they may collect from you in the future."", ""value"": ""Unspecified""}, ""User Choice"": {""endIndexInSegment"": 265, ""startIndexInSegment"": 0, ""selectedText"": ""These current privacy policies and the privacy practices described herein apply to personal information previously collected from you by Barnes & Noble, Inc. and each of its subsidiaries, as well as personal information that they may collect from you in the future."", ""value"": ""User participation""}, ""Notification Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",0,265
22,C4500,3625,6,Policy Change,6,"You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective. We may notify you of these changes by email reminders, by notice on this site, or by other acceptable means.","{""Change Type"": {""endIndexInSegment"": 530, ""startIndexInSegment"": 262, ""selectedText"": ""You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective. We may notify you of these changes by email reminders, by notice on this site, or by other acceptable means."", ""value"": ""Privacy relevant change""}, ""User Choice"": {""endIndexInSegment"": 530, ""startIndexInSegment"": 262, ""selectedText"": ""You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective. We may notify you of these changes by email reminders, by notice on this site, or by other acceptable means."", ""value"": ""User participation""}, ""Notification Type"": {""endIndexInSegment"": 499, ""startIndexInSegment"": 477, ""selectedText"": ""by notice on this site"", ""value"": ""General notice on website""}}",262,530
23,C4501,3625,6,Policy Change,6,You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective.,"{""Change Type"": {""endIndexInSegment"": 421, ""startIndexInSegment"": 262, ""selectedText"": ""You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective."", ""value"": ""Privacy relevant change""}, ""User Choice"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""endIndexInSegment"": 475, ""startIndexInSegment"": 460, ""selectedText"": ""email reminders"", ""value"": ""Personal notice""}}",262,421
24,475,3625,6,Policy Change,6,material changes,"{""Change Type"": {""endIndexInSegment"": 306, ""startIndexInSegment"": 290, ""selectedText"": ""material changes"", ""value"": ""Privacy relevant change""}, ""User Choice"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""endIndexInSegment"": 500, ""startIndexInSegment"": 480, ""selectedText"": ""notice on this site,"", ""value"": ""General notice on website""}}",290,306
25,476,3625,6,Policy Change,6,material changes,"{""Change Type"": {""endIndexInSegment"": 306, ""startIndexInSegment"": 290, ""selectedText"": ""material changes"", ""value"": ""Privacy relevant change""}, ""User Choice"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""endIndexInSegment"": 530, ""startIndexInSegment"": 508, ""selectedText"": ""ther acceptable means."", ""value"": ""Unspecified""}}",290,306
26,826,3625,6,Policy Change,6,You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective.,"{""Change Type"": {""endIndexInSegment"": 421, ""startIndexInSegment"": 262, ""selectedText"": ""You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective."", ""value"": ""Privacy relevant change""}, ""User Choice"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""endIndexInSegment"": 529, ""startIndexInSegment"": 504, ""selectedText"": ""by other acceptable means"", ""value"": ""Other""}}",262,421
27,1819,3625,6,Policy Change,6,"You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective. We may notify you of these changes by email reminders, by notice on this site, or by other acceptable means.","{""Change Type"": {""endIndexInSegment"": 530, ""startIndexInSegment"": 262, ""selectedText"": ""You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective. We may notify you of these changes by email reminders, by notice on this site, or by other acceptable means."", ""value"": ""Privacy relevant change""}, ""User Choice"": {""endIndexInSegment"": 530, ""startIndexInSegment"": 262, ""selectedText"": ""You will be notified of any material changes to this Privacy Policy which are less protective of customer information prior to such changes becoming effective. We may notify you of these changes by email reminders, by notice on this site, or by other acceptable means."", ""value"": ""User participation""}, ""Notification Type"": {""endIndexInSegment"": 475, ""startIndexInSegment"": 422, ""selectedText"": ""We may notify you of these changes by email reminders"", ""value"": ""Personal notice""}}",262,530
28,C4502,3625,7,Introductory/Generic,9,Clarity: We strive to communicate clearly about your privacy and how we handle your personal information.,"{""Other Type"": {""endIndexInSegment"": 105, ""startIndexInSegment"": 0, ""selectedText"": ""Clarity: We strive to communicate clearly about your privacy and how we handle your personal information."", ""value"": ""Introductory/Generic""}}",0,105
29,C4503,3625,8,Data Security,5,"Security: We follow security standards, processes and procedures that are designed to protect your personal information.","{""Security Measure"": {""endIndexInSegment"": 120, ""startIndexInSegment"": 0, ""selectedText"": ""Security: We follow security standards, processes and procedures that are designed to protect your personal information."", ""value"": ""Generic""}}",0,120
30,479,3625,9,Third Party Sharing/Collection,1,sell or rent,"{""Third Party Entity"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 59, ""startIndexInSegment"": 39, ""selectedText"": ""personal information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 20, ""startIndexInSegment"": 17, ""selectedText"": ""not"", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action Third Party"": {""endIndexInSegment"": 33, ""startIndexInSegment"": 21, ""selectedText"": ""sell or rent"", ""value"": ""Receive/Shared with""}}",21,33
31,479,3625,9,Third Party Sharing/Collection,1,not,"{""Third Party Entity"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 59, ""startIndexInSegment"": 39, ""selectedText"": ""personal information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 20, ""startIndexInSegment"": 17, ""selectedText"": ""not"", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action Third Party"": {""endIndexInSegment"": 33, ""startIndexInSegment"": 21, ""selectedText"": ""sell or rent"", ""value"": ""Receive/Shared with""}}",17,20
