,annotation_id,policy_id,segment_id,data_practice,label,selected_text,content_json,start,end
10,24835,3844,6,First Party Collection/Use,0,information you provide,"{""Collection Mode"": {""selectedText"": ""information you provide"", ""startIndexInSegment"": 201, ""endIndexInSegment"": 224, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""We Collect Online"", ""startIndexInSegment"": 92, ""endIndexInSegment"": 109, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""name, postal or email addresses, telephone, fax or mobile numbers"", ""startIndexInSegment"": 291, ""endIndexInSegment"": 356, ""value"": ""Contact""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""personally identifiable information"", ""startIndexInSegment"": 157, ""endIndexInSegment"": 192, ""value"": ""Identifiable""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",201,224
11,24835,3844,6,First Party Collection/Use,0,We Collect Online,"{""Collection Mode"": {""selectedText"": ""information you provide"", ""startIndexInSegment"": 201, ""endIndexInSegment"": 224, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""We Collect Online"", ""startIndexInSegment"": 92, ""endIndexInSegment"": 109, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""name, postal or email addresses, telephone, fax or mobile numbers"", ""startIndexInSegment"": 291, ""endIndexInSegment"": 356, ""value"": ""Contact""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""personally identifiable information"", ""startIndexInSegment"": 157, ""endIndexInSegment"": 192, ""value"": ""Identifiable""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",92,109
12,24836,3844,6,First Party Collection/Use,0,information you provide,"{""Collection Mode"": {""selectedText"": ""information you provide"", ""startIndexInSegment"": 201, ""endIndexInSegment"": 224, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""We Collect Online"", ""startIndexInSegment"": 92, ""endIndexInSegment"": 109, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""account numbers"", ""startIndexInSegment"": 361, ""endIndexInSegment"": 376, ""value"": ""Financial""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""personally identifiable information"", ""startIndexInSegment"": 157, ""endIndexInSegment"": 192, ""value"": ""Identifiable""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",201,224
13,24836,3844,6,First Party Collection/Use,0,We Collect Online,"{""Collection Mode"": {""selectedText"": ""information you provide"", ""startIndexInSegment"": 201, ""endIndexInSegment"": 224, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""We Collect Online"", ""startIndexInSegment"": 92, ""endIndexInSegment"": 109, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""account numbers"", ""startIndexInSegment"": 361, ""endIndexInSegment"": 376, ""value"": ""Financial""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""personally identifiable information"", ""startIndexInSegment"": 157, ""endIndexInSegment"": 192, ""value"": ""Identifiable""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",92,109
14,21496,3844,7,First Party Collection/Use,0,How We Use Personal Information,"{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Personal Information"", ""startIndexInSegment"": 20, ""endIndexInSegment"": 40, ""value"": ""Identifiable""}, ""Does/Does Not"": {""selectedText"": ""How We Use Personal Information"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 50, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",0,50
15,24837,3844,7,Introductory/Generic,9,How We Use Personal Information We may use Personal Information:,"{""Other Type"": {""selectedText"": ""How We Use Personal Information We may use Personal Information:"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 98, ""value"": ""Introductory/Generic""}}",0,98
16,23472,3844,7,Introductory/Generic,9,We may use Personal Information:,"{""Other Type"": {""selectedText"": ""We may use Personal Information:"", ""startIndexInSegment"": 61, ""endIndexInSegment"": 93, ""value"": ""Introductory/Generic""}}",61,93
17,C2973,3844,8,First Party Collection/Use,0,to respond to your inquiries and fulfill your requests;,"{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""to respond to your inquiries and fulfill your requests;"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 55, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""to respond to your inquiries and fulfill your requests;"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 55, ""value"": ""Basic service/feature""}}",0,55
18,C2975,3844,10,First Party Collection/Use,0,"to deliver marketing communications that we believe may be of interest to you,","{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""to deliver marketing communications that we believe may be of interest to you,"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 78, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""to deliver marketing communications that we believe may be of interest to you,"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 78, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""including, ads or offers tailored to you;"", ""startIndexInSegment"": 79, ""endIndexInSegment"": 120, ""value"": ""Advertising""}}",0,78
19,21499,3844,10,First Party Collection/Use,0,"to deliver marketing communications that we believe may be of interest to you,","{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""to deliver marketing communications that we believe may be of interest to you,"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 78, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""to deliver marketing communications that we believe may be of interest to you,"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 78, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""to deliver marketing communications"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 35, ""value"": ""Marketing""}}",0,78
20,C2976,3844,11,First Party Collection/Use,0,to personalize your experience on the Site;,"{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""to personalize your experience on the Site;"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 43, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""personalize your experience on the Site"", ""startIndexInSegment"": 3, ""endIndexInSegment"": 42, ""value"": ""Personalization/Customization""}}",0,43
21,C2980,3844,13,First Party Collection/Use,0,"to verify your identity and/or location (or the identity or location of your representative or agent) in order to allow access to your accounts, conduct online transactions and to maintain measures aimed at preventing fraud and protecting the security of account and Personal Information;","{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""to verify your identity and/or location (or the identity or location of your representative or agent) in order to allow access to your accounts, conduct online transactions and to maintain measures aimed at preventing fraud and protecting the security of account and Personal Information;"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 288, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""to verify your identity and/or location (or the identity or location of your representative or agent) in order to allow access to your accounts, conduct online transactions"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 172, ""value"": ""Basic service/feature""}}",0,288
22,C2981,3844,14,First Party Collection/Use,0,allow you to participate,"{""Collection Mode"": {""selectedText"": ""allow you to participate"", ""startIndexInSegment"": 3, ""endIndexInSegment"": 27, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""in surveys and other forms of market research"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 73, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""surveys"", ""startIndexInSegment"": 31, ""endIndexInSegment"": 38, ""value"": ""Survey data""}, ""Choice Type"": {""selectedText"": ""allow you to participate"", ""startIndexInSegment"": 3, ""endIndexInSegment"": 27, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""to allow you to participate in surveys and other forms of market research,"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 74, ""value"": ""Analytics/Research""}}",3,27
23,23489,3844,14,Practice not covered,10,"Some of these activities have additional rules, which may contain additional information about how Personal Information is used and shared;","{""Other Type"": {""selectedText"": ""Some of these activities have additional rules, which may contain additional information about how Personal Information is used and shared;"", ""startIndexInSegment"": 156, ""endIndexInSegment"": 295, ""value"": ""Practice not covered""}}",156,295
24,C2983,3844,15,First Party Collection/Use,0,you enter,"{""Collection Mode"": {""selectedText"": ""you enter"", ""startIndexInSegment"": 73, ""endIndexInSegment"": 82, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Information"", ""startIndexInSegment"": 56, ""endIndexInSegment"": 67, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""Site"", ""startIndexInSegment"": 25, ""endIndexInSegment"": 29, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""financial"", ""startIndexInSegment"": 30, ""endIndexInSegment"": 39, ""value"": ""Financial""}, ""Choice Type"": {""selectedText"": ""Information that you enter"", ""startIndexInSegment"": 56, ""endIndexInSegment"": 82, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""to allow you to use some Site financial planning tools."", ""startIndexInSegment"": 0, ""endIndexInSegment"": 55, ""value"": ""Additional service/feature""}}",73,82
25,C2983,3844,15,First Party Collection/Use,0,Site,"{""Collection Mode"": {""selectedText"": ""you enter"", ""startIndexInSegment"": 73, ""endIndexInSegment"": 82, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Information"", ""startIndexInSegment"": 56, ""endIndexInSegment"": 67, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""Site"", ""startIndexInSegment"": 25, ""endIndexInSegment"": 29, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""financial"", ""startIndexInSegment"": 30, ""endIndexInSegment"": 39, ""value"": ""Financial""}, ""Choice Type"": {""selectedText"": ""Information that you enter"", ""startIndexInSegment"": 56, ""endIndexInSegment"": 82, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""to allow you to use some Site financial planning tools."", ""startIndexInSegment"": 0, ""endIndexInSegment"": 55, ""value"": ""Additional service/feature""}}",25,29
