,annotation_id,policy_id,segment_id,data_practice,label,selected_text,content_json,start,end
10,21134,3840,7,First Party Collection/Use,0,The following are the types of information we may collect:,"{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""The following are the types of information we may collect:"", ""startIndexInSegment"": 53, ""endIndexInSegment"": 111, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""The following are the types of information we may collect:"", ""startIndexInSegment"": 53, ""endIndexInSegment"": 111, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",53,111
11,21134,3840,7,First Party Collection/Use,0,The following are the types of information we may collect:,"{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""The following are the types of information we may collect:"", ""startIndexInSegment"": 53, ""endIndexInSegment"": 111, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""The following are the types of information we may collect:"", ""startIndexInSegment"": 53, ""endIndexInSegment"": 111, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",53,111
12,21996,3840,7,Introductory/Generic,9,The following are the types of information we may collect,"{""Other Type"": {""selectedText"": ""The following are the types of information we may collect"", ""startIndexInSegment"": 53, ""endIndexInSegment"": 110, ""value"": ""Introductory/Generic""}}",53,110
13,C3750,3840,8,First Party Collection/Use,0,you to provide us,"{""Collection Mode"": {""selectedText"": ""you to provide us"", ""startIndexInSegment"": 75, ""endIndexInSegment"": 92, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""we may ask you to provide us"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 92, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 62, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""demographic information, such as your date of birth, age, gender, occupation, ticket holder status, game attendance"", ""startIndexInSegment"": 290, ""endIndexInSegment"": 405, ""value"": ""Demographic""}, ""Choice Type"": {""selectedText"": ""provide"", ""startIndexInSegment"": 82, ""endIndexInSegment"": 89, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",75,92
14,C3750,3840,8,First Party Collection/Use,0,In the course of using the website,"{""Collection Mode"": {""selectedText"": ""you to provide us"", ""startIndexInSegment"": 75, ""endIndexInSegment"": 92, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""we may ask you to provide us"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 92, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 62, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""demographic information, such as your date of birth, age, gender, occupation, ticket holder status, game attendance"", ""startIndexInSegment"": 290, ""endIndexInSegment"": 405, ""value"": ""Demographic""}, ""Choice Type"": {""selectedText"": ""provide"", ""startIndexInSegment"": 82, ""endIndexInSegment"": 89, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",28,62
15,C3751,3840,8,First Party Collection/Use,0,you to provide us,"{""Collection Mode"": {""selectedText"": ""you to provide us"", ""startIndexInSegment"": 75, ""endIndexInSegment"": 92, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""we may ask you to provide us"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 92, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 62, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""financial information, such as your credit card number or similar information"", ""startIndexInSegment"": 407, ""endIndexInSegment"": 484, ""value"": ""Financial""}, ""Choice Type"": {""selectedText"": ""provide"", ""startIndexInSegment"": 82, ""endIndexInSegment"": 89, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",75,92
16,C3751,3840,8,First Party Collection/Use,0,In the course of using the website,"{""Collection Mode"": {""selectedText"": ""you to provide us"", ""startIndexInSegment"": 75, ""endIndexInSegment"": 92, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""we may ask you to provide us"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 92, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 62, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""financial information, such as your credit card number or similar information"", ""startIndexInSegment"": 407, ""endIndexInSegment"": 484, ""value"": ""Financial""}, ""Choice Type"": {""selectedText"": ""provide"", ""startIndexInSegment"": 82, ""endIndexInSegment"": 89, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",28,62
17,C3752,3840,8,First Party Collection/Use,0,you to provide us,"{""Collection Mode"": {""selectedText"": ""you to provide us"", ""startIndexInSegment"": 75, ""endIndexInSegment"": 92, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""we may ask you to provide us"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 92, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 62, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""unique identifiers, such as your user ID, user password"", ""startIndexInSegment"": 233, ""endIndexInSegment"": 288, ""value"": ""Personal identifier""}, ""Choice Type"": {""selectedText"": ""provide"", ""startIndexInSegment"": 82, ""endIndexInSegment"": 89, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""user ID, user password"", ""startIndexInSegment"": 266, ""endIndexInSegment"": 288, ""value"": ""User with account""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",75,92
18,C3752,3840,8,First Party Collection/Use,0,In the course of using the website,"{""Collection Mode"": {""selectedText"": ""you to provide us"", ""startIndexInSegment"": 75, ""endIndexInSegment"": 92, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""we may ask you to provide us"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 92, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 62, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""unique identifiers, such as your user ID, user password"", ""startIndexInSegment"": 233, ""endIndexInSegment"": 288, ""value"": ""Personal identifier""}, ""Choice Type"": {""selectedText"": ""provide"", ""startIndexInSegment"": 82, ""endIndexInSegment"": 89, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""user ID, user password"", ""startIndexInSegment"": 266, ""endIndexInSegment"": 288, ""value"": ""User with account""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",28,62
19,C3753,3840,8,First Party Collection/Use,0,you to provide us,"{""Collection Mode"": {""selectedText"": ""you to provide us"", ""startIndexInSegment"": 75, ""endIndexInSegment"": 92, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""we may ask you to provide us"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 92, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 62, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""contact information, such as your as name, mailing address, email address, phone number, or fax number"", ""startIndexInSegment"": 129, ""endIndexInSegment"": 231, ""value"": ""Contact""}, ""Choice Type"": {""selectedText"": ""provide"", ""startIndexInSegment"": 82, ""endIndexInSegment"": 89, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",75,92
20,C3753,3840,8,First Party Collection/Use,0,In the course of using the website,"{""Collection Mode"": {""selectedText"": ""you to provide us"", ""startIndexInSegment"": 75, ""endIndexInSegment"": 92, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""we may ask you to provide us"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 92, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 62, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""contact information, such as your as name, mailing address, email address, phone number, or fax number"", ""startIndexInSegment"": 129, ""endIndexInSegment"": 231, ""value"": ""Contact""}, ""Choice Type"": {""selectedText"": ""provide"", ""startIndexInSegment"": 82, ""endIndexInSegment"": 89, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",28,62
21,21135,3840,8,First Party Collection/Use,0,Information You Provide Us,"{""Collection Mode"": {""selectedText"": ""Information You Provide Us"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 26, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website, we may ask you to provide us with certain information,"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 118, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""contact information, such as your as name, mailing address, email address, phone number, or fax number"", ""startIndexInSegment"": 129, ""endIndexInSegment"": 231, ""value"": ""Contact""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""we may ask you to provide us with certain information"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 117, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",0,26
22,21135,3840,8,First Party Collection/Use,0,"In the course of using the website, we may ask you to provide us with certain information,","{""Collection Mode"": {""selectedText"": ""Information You Provide Us"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 26, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website, we may ask you to provide us with certain information,"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 118, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""contact information, such as your as name, mailing address, email address, phone number, or fax number"", ""startIndexInSegment"": 129, ""endIndexInSegment"": 231, ""value"": ""Contact""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""we may ask you to provide us with certain information"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 117, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",28,118
23,21135,3840,8,First Party Collection/Use,0,we may ask you to provide us with certain information,"{""Collection Mode"": {""selectedText"": ""Information You Provide Us"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 26, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website, we may ask you to provide us with certain information,"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 118, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""contact information, such as your as name, mailing address, email address, phone number, or fax number"", ""startIndexInSegment"": 129, ""endIndexInSegment"": 231, ""value"": ""Contact""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""we may ask you to provide us with certain information"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 117, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",64,117
24,21136,3840,8,First Party Collection/Use,0,Information You Provide Us,"{""Collection Mode"": {""selectedText"": ""Information You Provide Us"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 26, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website, we may ask you to provide us with certain information,"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 118, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""demographic information, such as your date of birth, age, gender, occupation"", ""startIndexInSegment"": 290, ""endIndexInSegment"": 366, ""value"": ""Demographic""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""we may ask you to provide us with certain information"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 117, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",0,26
25,21136,3840,8,First Party Collection/Use,0,"In the course of using the website, we may ask you to provide us with certain information,","{""Collection Mode"": {""selectedText"": ""Information You Provide Us"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 26, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""In the course of using the website, we may ask you to provide us with certain information,"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 118, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""demographic information, such as your date of birth, age, gender, occupation"", ""startIndexInSegment"": 290, ""endIndexInSegment"": 366, ""value"": ""Demographic""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""we may ask you to provide us with certain information"", ""startIndexInSegment"": 64, ""endIndexInSegment"": 117, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",28,118
